source_en,target_id,word_count_en,word_range,translation,bleu_score,adequacy,fluency,morphosyntactic,semantic,pragmatic
"So we might have a wild idea , but we ' re afraid to share it with anybody else .","Jadi kita mungkin saja punya ide gila , tapi kita takut membagikannya ke siapa pun .",20,20-30,"Jadi mungkin kita memiliki ide yang sedikit tidak masuk akal , tapi kita takut untuk berbagi itu dengan siapa pun juga .",0.1496284837254666,5,5,5,5,5
""" "" We were doing fine , "" "" Venus told me , "" until Brutus started to cause trouble . """,""" "" Kami baik-baik saja , "" "" Venus bilang pada saya , "" sampai Brutus mulai membuat ulah . """,22,20-30,"""Saya dan saya melakukan baik-baik saja , "" ""Venus mengatakan kepada saya , "" sampai Bruto mulai menyebabkan masalah . """,0.2559035607746927,3,3,3,3,3
"And I am it : I 'm chosen , I 'm unique , I 'm indispensable , I 'm irreplaceable , I 'm the one .","Dan sayalah orangnya : Saya terpilih , saya unik , saya diperlukan , saya tak tergantikan , sayalah orang yang tepat .",26,20-30,"Dan aku adalah itu : Aku dipilih , Aku unik , Aku tak tergantikan , Aku tidak dapat diganti , Aku adalah satu-satunya yang ada .",0.0550700380277293,4,5,5,4,5
"But I want to tell you , I think it 's an important topic that we need to care about .","Namun saya ingin mengatakan , saya pikir ini adalah topik yang penting yang perlu kita pedulikan .",21,20-30,Tapi saya ingin mengatakan bahwa saya pikir topik ini adalah topik penting yang kita harus perhatikan.,0.1238595278794778,5,5,5,5,5
"We collected data on problems with social gradients , the kind of problems that are more common at the bottom of the social ladder .","Kami mengumpulkan data mengenai masalah dengan lereng sosial , jenis-jenis permasalah yang paling umum pada tingkatan sosial terbawah .",25,20-30,"Kita mengumpulkan data tentang ketidakseimbangan sosial, jenis masalah yang lebih umum terdapat pada bagian bawah tangga sosial.",0.0284608125176615,4,5,5,4,5
"It was way more important to me , about me and my man box card than about Sheila and what was happening to her .",Bagi saya yang lebih penting adalah saya dan kartu kotak laki-laki saya daripada Sheila dan apa yang terjadi padanya .,25,20-30,Ini jauh lebih penting bagi saya tentang saya dan kartu identitas pria saya dari Sheila dan apa yang terjadi padanya .,0.3809137041667079,4,4,4,4,4
"Thanks to captive breeding at the San Diego Zoo , there 's 405 of them now , 226 are out in the wild .","Namun berkat pemuliaan tertutup di San Diego , ada 405 ekor burung saat ini , dan 226 diantaranya dilepas di alam .",24,20-30,"Terima kasih atas penangkapan kebumbunan di Zoo San Diego , sekarang ada 405 dari mereka , 226 berada di alam bebas .",0.0707549414756141,3,3,3,3,3
"30 percent decrease of production in the context of increasing population , that 's a food crisis . It 's global in nature .","Penurunan produksi 30 persen dalam konteks kenaikan populasi , itu artinya krisis pangan . Ini terjadi secara global .",24,20-30,"30 persen menurunnya produksi dalam konteks peningkatan populasi , itu adalah krisis makanan . Ini memiliki alam bumi yang global.",0.0829305253557858,3,3,3,3,3
"And in a universe where carbon exists and organic biology , then we have all this wonderful diversity of life .","Dan di alam semesta yang mengandung karbon dan biologi organik , ada semua keragaman kehidupan yang menakjubkan ini .",21,20-30,"Dan dalam sebuah alam semesta di mana karbon ada dan biologi organik , maka kita memiliki semua keindahan keanekaragaman hayati tersebut .",0.1529189879895453,5,5,5,5,5
"The very first time , at the age of 29 , that day I am touching the sanitary pad , first ever .","Pertama kalinya , di usia 29 tahun , hari di mana saya pertama kalinya menyentuh pembalut wanita .",23,20-30,"Kali pertama , pada usia 29 , hari itu saya menyentuh kaos kotoran menstruasi , pertama kali saya pernah.",0.0362143957417634,2,2,2,2,2
"Our banking industry , our oil and gas industry , our commercial real estate industry , were all at the bottom of the economic scale .","Industri perbankan kami , industri minyak dan gas kami , industri perumahan komersial kami , semua ada pada titik terbawah timbangan ekonomi .",26,20-30,"Industri bank di Indonesia, industri minyak dan gas, industri properti komersial, semuanya berada di dasar skala ekonomi.",0.0454488129812478,4,5,5,4,5
"So a tremendous fund of knowledge despite , again , that so many people told her not to do it , it was too expensive .","Benar-benar sumbangan pengetahuan yang besar , walaupun , kembali , banyak orang menyarankannya untuk tidak melakukannya karena terlalu mahal .",26,20-30,"Jadi seorang dana pengetahuan luar biasa walaupun lagi-lagi banyak orang mengatakan padanya tidak harus melakukannya, karena terlalu mahal.",0.0332501722471621,3,3,3,3,4
"You know , for every woman who does die , there are 20 who survive but end up with an injury .","Tahukah Anda , untuk setiap wanita yang meninggal , ada 20 orang yang dapat bertahan hidup tetapi berakhir dengan cedera .",22,20-30,"Anda tahu , untuk setiap wanita yang meninggal , ada 20 yang selamat namun akhirnya mengalami cedera .",0.4305198768136341,5,5,5,5,5
"So quickly , I 'd like to just say , this is the love of my life , my daughter Jay .","Jadi secara singkat , saya ingin mengatakan ini cinta seumur hidup saya , putri saya Jay .",22,20-30,"Sangat cepat , saya ingin mengatakan bahwa ini adalah cinta hidupku , putri saya Jay .",0.3788187210633422,4,4,4,4,5
"Secondly , under the beef protocol of that agreement , African countries that produce beef have quotas to export beef duty-free to the European Union market .","Kedua , dibawah protokol dari kesepakatan tersebut Negara-negara Afrika yang memproduksikan daging sapi mempunyai quota untuk mengekspor daging sapi , bebas bea , ke pasar Uni Eropa .",27,20-30,"Kedua , di bawah protokol daging sapi perjanjian tersebut , negara-negara Afrika yang menghasilkan daging sapi memiliki kewajiban untuk mengimpor daging sapi tanpa pajak ke pasar Uni Eropa .",0.1945132786994143,2,5,5,2,5
"And the reason he went is because he had a fear of his body image , and he wanted to explore what was underlying that .","Dan alasan dia pergi ke sana karena dia memiliki gambaran buruk mengenai tubuhnya sendiri , dan dia mau mencari tahu penyebabnya .",26,20-30,"Dan alasan dia pergi adalah karena ia takut dengan gambaran tubuhnya, dan dia ingin mengeksplorasi apa yang berada di bawah itu.",0.1385305169184856,4,5,5,4,5
"But all that was just a more sophisticated way to manipulate my body - a further disassociation , like planting a vegetable field on a freeway .","Namun semua itu hanyalah cara yang lebih cerdas untuk memanipulasi tubuhku - memisahkannya lebih jauh lagi , seperti menanam sayur di jalan tol .",27,20-30,Tapi itu hanya lebih canggih cara mengontrol tubuhku- disosiasi yang lebih lanjut seperti menanam sawah sayuran di jalan bebas.,0.0317251852684895,4,4,4,4,4
"So of course I had to be interested in human rights , and equality and justice , and using my elbows !","Tentu saya jadi percaya HAM , kesetaraan dan keadilan , dan bagaimana menggunakan sikut saya !",22,20-30,"Maka tentu aku harus tertarik pada hak asasi manusia, kesetaraan dan keadilan, serta menggunakan bahu aku!",0.0287878781810112,4,4,4,4,4
Now you can 't just blame this on imperialism - though many people have tried to do so - for two reasons .,Anda tidak bisa menyalahkan imperialisme saja - meskipun banyak orang percaya begitu - karena adanya 2 alasan .,23,20-30,Sekarang kamu tidak boleh hanya mengatakan bahwa ini hanya tentang imperialisme - walaupun banyak orang yang mencoba dilakukannya - karena dua alasan.,0.0298830977805408,4,4,4,4,5
"As the author of the study told me , children who have a sense of - they 're part of a larger narrative have greater self-confidence .","Sebagaimana dikatakan oleh penelitinya kepada saya , anak-anak yang merasa - bahwa mereka adalah bagian dari sebuah cerita yang lebih besar mempunyai rasa percaya diri yang lebih besar .",27,20-30,"Sebagai penulis penelitian yang saya dengar , anak-anak yang memiliki kesadaran bahwa mereka adalah bagian dari narasi yang lebih besar memiliki kepercayaan diri yang lebih tinggi.",0.2371341577123534,4,4,4,4,5
"If you don 't work together with [ The Party ] , you will lead a very bad life .","Jika kalian tidak bekerja sama dengan [ Partai ] , hidup kalian akan menderita .",20,20-30,"Jika Anda tidak bekerja sama dengan [ Partai ini ] , maka Anda akan mengalami kehidupan yang sangat buruk .",0.2872797668292002,5,5,5,5,5
"No matter whether I 'm facing a giant elephant or a tiny tree frog , my goal is to connect us with them , eye to eye .","Entah saya sedang menghadapi seekor gajah besar atau seekor katak pohon kecil , tujuan saya adalah untuk menghubungkan",28,20-30,"Tidak peduli apakah saya hadir di depan seekor gajah raksasa atau sekawanan kambing kecil , tujuanku adalah untuk menghubungkan kita dengan mereka secara mata-ke-mata",0.0612957497932821,3,4,4,3,4
"When I was looking at these pictures , it brought me back many years to my past when I was a child .","Ketika melihat gambar-gambar ini , saya teringat masa lalu saya ketika saya masih kecil .",23,20-30,"Ketika saya melihat gambar-gambar ini , ia membawa saya kembali ke banyak tahun ke masa lalu ketika saya anak-anak .",0.1792334464048542,4,3,3,4,4
"There are people in the States right now tying themselves into knots , trying to figure out whether or not bloggers are journalists .",Banyak orang di Amerika sekarang ini berpikir keras untuk menentukan apakah blogger itu jurnalis .,24,20-30,"Ada orang di negara-negara itu saat ini yang memutuskan untuk menarik kait mereka sendiri , mencoba menebak apakah blogger adalah wartawan.",0.031420504922717,2,3,3,2,3
"So we have a whole battery of new constructions that are developing , and yet it 's easy to think , well , something is still wrong .","Jadi kita punya cukup baterai untuk satu konstruksi baru yang sedang berkembang . Namun mudah bagi kita untuk berpikir , yah , masih saja ada sesuatu yang salah .",28,20-30,"Jadi kita punya seluruh bahan bakar baru yang sedang berkembang , dan masih sulit dipikirkan bahwa sesuatu yang salah masih ada .",0.1581359150047318,2,3,3,2,3
"This was different than either generation had experienced before , and it changed the way I interacted with information even at just a small level .","Hal ini berbeda dibandingkan apa yang generasi lain telah alami , dan itu telah merubah cara saya berinteraksi dengan informasi bahkan di ukuran yang kecil .",26,20-30,"Ini berbeda dari generasi yang pernah mengalaminya sebelumnya , dan itu membuat saya berinteraksi dengan informasi bahkan pada tingkat kecil pun berubah.",0.1995430447845398,4,3,3,4,4
"When Proctor & Gamble went from 26 different kinds of Head & Shoulders to 15 , they saw an increase in sales by 10 percent .","Ketika Proctor & Gamble mengubah 26 macam Head & Shoulders menjadi 15 , mereka melihat peningkatan penjualan menjadi 10 persen .",26,20-30,"Ketika Procter & Gamble mengurangi jenis-jenis Head & Shoulders dari 26 menjadi 15, mereka melihat peningkatan penjualan sebesar 10%.",0.1975829551377348,5,5,5,5,5
"So Biosphere 2 was essentially a three-acre , entirely sealed , miniature world that I lived in for two years and 20 minutes .",Jadi Biosfer 2 adalah dunia miniatur seluas 3 hektar benar-benar tertutup yang saya tinggali selama 2 tahun dan 20 menit .,24,20-30,"Biosphere 2 adalah secara umum sebuah dunia miniatur yang terdiri dari tiga hektar , sepenuhnya tertutup , di mana saya tinggal selama dua tahun dan 20 menit .",0.1789570640154152,5,4,4,5,5
"A girl , if you 're lucky , in the corner of a dark room - lucky to be able to look at the Koran .","Seorang gadis , jika beruntung , di sudut ruangan gelap - cukup beruntung untuk dapat melihat Al-Quran .",26,20-30,"Seorang gadis , jika Anda beruntung , di sudut ruangan gelap - beruntung bisa melihat Al-Qur'an .",0.4970108428345832,5,5,5,5,5
"And when you 're outdoors , that type of air has microbes that are commonly associated with plant leaves and with dirt .","Dan saat Anda di luar , udara luar mengandung mikroba yang umumnya berhubungan dengan daun dan tanah .",23,20-30,"Dan ketika Anda berada di luar ruangan , jenis udara itu memiliki mikrob yang umum terkait dengan daun tanaman dan dengan tanah.",0.0326701482995972,5,5,5,5,5
"So , the ant colony is a great model : you have all these little parts that collectively add up to a great thing .",Jadi koloni semut contoh yang baik - ada bagian-bagian kecil yang secara secara kolektif ditambahkan menjadi hal besar .,25,20-30,"Jadi , koloni semut adalah model yang luar biasa : kamu memiliki semua bagian kecil ini yang secara bersama-sama menambah menjadi sesuatu yang sangat baik .",0.0273240071510282,5,4,4,5,5
"And what 's nice about it is it 's not something that biasing people actually , because as one face smiles , the other face frowns .","dan hal yang bagus adalah ini sebenarnya tidak membuat orang berprasangka , karena jika satu wajah tersenyum , wajah yang lain menjadi cemberut .",27,20-30,"Dan apa yang menyenangkan tentang itu adalah tidak ada satu hal pun yang membuat orang tertarik sebenarnya , karena satu wajah tersenyum sementara wajah lain menggelitiki .",0.062434250546992,2,3,3,2,3
"As one doctor in Cairo summed it up for me , "" "" Here , sex is the opposite of sport .","Seorang dokter di Kairo menyimpulkannya untuk saya , "" "" Di sini , seks adalah kebalikan dari olahraga .",22,20-30,"Seorang dokter di Kairo menyebutkannya untukku, ""Berikut ini , seks adalah lawan dari olahraga .",0.2328850836346127,4,4,4,4,4
"Sometimes two reasons to do the same thing seem to compete with one another instead of complimenting , and they make people less likely to do it .",Kadang kedua alasan untuk melakukan hal yang sama tadi sepertinya bersaing satu sama lain bukannya saling mendukung dan itu memperkecil kemungkinan orang melakukan hal tadi,28,20-30,"Sekali-kali dua alasan untuk melakukan hal yang sama tampaknya bersaing dengan satu sama lain bukan mendukung, dan mereka membuat orang kurang mungkin melakukan hal itu.",0.2727419106938191,4,4,4,4,4
"Can we imagine a criminal justice system that prioritizes recovery , prevention , civic inclusion , rather than punishment ?","Bayangkan sistem peradilan pidana yang memprioritaskan perbaikan , pencegahan , keterlibatan sipil , alih-alih penghukuman .",20,20-30,"Bisa kita bayangkan sistem kehukuman yang menyisihkan pemulihan, pencegahan, inklusi warga, lebih dari hukuman?",0.0147249592054159,4,4,4,4,4
"He was trying to tell people how they should live through the medium of sermons , the classic medium of delivery of religions .","Dia mencoba memberi tahu orang-orang bagaimana mereka bisa hidup melalui medium khotbah , medium klasik penyampaian agama-agama .",24,20-30,"Dia mencoba menceritakan kepada orang-orang bagaimana mereka harus hidup melalui saluran seremoni, saluran kelasik pengiriman keagamaan.",0.0789645273446185,3,3,3,3,3
"And I hold this penny in the palm of my hand , and it 's sticky and rusty , but it feels like I 'm holding a fortune .","Dan saya memegang uang sen ini di tangan , uang itu lengket dan usang , tetapi tetap saja seperti memegang uang banyak .",29,20-30,"Dan aku menjaga periksa ini di telapak tangan aku dan itu manis dan berkerak , tapi rasa seperti aku sedang mengetiki keuntungan .",0.0255100127428662,2,2,2,2,2
"I 'm not quite sure how , but it turned up in my inbox , and it was from a guy called Solomon Odonkoh .","Entah bagaimana , tapi email ini masuk ke inbox saya , dan pengirimnya adalah seseorang bernama Solomon Odonkoh .",25,20-30,"Saya tidak sepenuhnya yakin bagaimana hal itu bisa terjadi , tapi ternyata muncul di inbox saya , dan itu adalah dari seorang laki-laki bernama Solomon Odonkoh .",0.1998573974138024,5,5,5,5,5
"And Atlantic-Heydt , who 's the largest scaffolding contractor in the country , volunteered to do it at cost .","Dan Atlantic-Heydt , kontraktor scaffolding terbesar di negara ini , bersedia tidak dibayar .",20,20-30,"Dan kontraktor bangunan jembatan terbesar di negara ini , Atlantic - Heydt , yang berkeinginan melakukan ini dengan harga nol.",0.2015807475394783,3,3,3,3,3
"Luckily , there are several species of milkweed that they can use , and all these milkweeds have cardenolides in them .","Untungnya , ada beberapa spesies milkweed yang bisa dipakai , dan semuanya mengandung kardenolida .",22,20-30,"Beruntung , ada beberapa spesies asam kacang yang dapat mereka gunakan , dan semua asam kacang ini memiliki kardenolid di dalamnya .",0.1381779039373429,2,3,3,2,3
"We worry more about how we 're judged and seen by others , whether we 're regarded as attractive , clever , all that kind of thing .","Kita lebih banyak khawatir akan bagaimana orang lain melihat dan menilai kita , apakah kita dianggap menarik , cerdas , hal-hal seperti itu .",28,20-30,"Kita khawatir lebih banyak tentang bagaimana kita dianggap oleh orang lain , apakah kita dianggap menarik , cerdas , semua jenis hal seperti itu .",0.3939835969086694,5,4,4,5,5
"So , I 'd like to spend a few minutes with you folks today imagining what our planet might look like in a thousand years .",Hari ini saya ingin menghabiskan beberapa menit bersama Anda untuk membayangkan seperti apa planet kita seribu tahun lagi .,26,20-30,"Berikut adalah pengaturan teks di atas dalam bahasa Indonesia:

Jadi saya ingin menghabiskan beberapa menit dengan kalian hari ini mewakili apa yang mungkin terlihat bumi kita dalam seribu tahun nanti.",0.1461403192177612,3,3,3,3,3
We partnered with TripAdvisor and created a cement hall in the middle of a village and invited so many other organizations to work over there .,Kami melakukan kerjasama dengan TripAdvisor dan membangun aula di tengah-tengah suatu desa dan mengundang berbagai organisasi untuk bekerja sama di sana .,26,20-30,Kami bekerja sama dengan TripAdvisor dan membuat sebuah ruang bangunan di tengah desa dan mengundang banyak organisasi lain untuk bekerja di sana.,0.0970900571096571,4,5,5,4,5
"They settled in a shady suburb about an hour east of Toronto , and they settled into a new life .",Mereka bermukim di daerah perumahan kumuh sekitar satu jam timur dari Toronto . Dan mereka mulai kehidupan yang baru .,21,20-30,"Mereka mendirikan rumah di pinggiran kota yang teduh sekitar satu jam timur dari Toronto, dan mereka beradaptasi kehidupan baru .",0.235884481065342,4,4,4,4,5
"Or think of the risks on the Internet across generations - how your parents approach Internet security , versus how you do , versus how our kids will .","Atau bayangkan risiko-risiko yang ada di internet berdasarkan generasi penggunanya - sikap orang tua anda tentang keamanan internet , dibanding sikap anda , dibanding sikap anak anda nantinya .",29,20-30,"Bayangkan risiko di internet melintang generasi demi generasi - bagaimana orang tua Anda mendekati keamanan internet, dibandingkan dengan cara Anda, serta bagaimana anak-anak kita akan.",0.02220595472492,3,3,3,3,4
"I tried to lift the pallets to lower the pressure in the sound box , but I might have hit a heartstring .","Saya mencoba mengangkat palet untuk menurunkan tekanan dalam kotak suara , tetapi saya mungkin telah mengenai pembuluh jantungnya .",23,20-30,"Saya mencoba untuk mengangkat pallet untuk menurunkan tekanan dalam kotak suara , tetapi mungkin telah menembus nadi.",0.4426253273603265,2,4,4,2,3
"For instance , if you look at the odds on horses at a racetrack , they predict almost perfectly how likely a horse is to win .","Misalnya , jika Anda melihat keganjilan dalam hal pacuan kuda , mereka memprediksikan hampir secara sempurna kuda mana yang menang .",27,20-30,"Misalnya , jika Anda melihat olahraga taruhannya di sekitar balapan , mereka memprediksi hampir dengan sempurna bagaimana mungkin seekor kuda akan menang .",0.2123347058599882,2,3,3,2,3
"( Laughter ) So just to give you a bit of context , as June said , I 'm an artist , a technologist and an educator .","( Suara tawa ) Jadi sedikit mengenai konteksnya , seperti kata June , saya seorang artis , teknolog , dan pengajar .",28,20-30,"( Tawa ) Jadi , untuk memberi kamu sedikit konteks seperti yang dikatakan oleh Juni , saya adalah seorang seniman , teknolog dan pendidik .",0.0336659372767565,5,4,4,5,5
"You will say , "" "" Okay , this is nice - a slide created in 10 minutes . "" "" But not only that .","Anda mungkin berpikir , "" "" Oke , bagus - slide yang dibuat dalam 10 menit . "" "" Tapi tidak hanya itu .",26,20-30,"Anda akan mengatakan, """"Oke, ini enak - sepatu yang dibuat dalam 10 menit.""""Tapi tidak hanya itu.",0.118666216331489,1,2,2,1,2
They even have a specific date on when the collection of data began for each of the service providers .,Mereka bahkan mengetahui dengan tepat tanggal kapan pengumpulan data dimulai dari masing-masing service provider .,20,20-30,Mereka bahkan memiliki tanggal spesifik ketika pemulaan pengumpulan data untuk setiap penyedia layanan tersebut.,0.0420549998517503,5,5,5,5,5
"Even in the best-resourced countries in the world , this life expectancy gap is as much as 20 years .",Bahkan di negara dengan sumber daya terbaik di dunia perbedaan usia harapan hidup itu bisa mencapai 20 tahun .,20,20-30,"Bahwa pun di negara-negara yang paling dihuni dengan sumber daya terbesar di dunia ini , perbedaan harapan hidup masih sebesar 20 tahun.",0.0690889519686714,3,3,3,3,3
"He , as one of many urban admixed populations , is very emblematic of a mixed parentage , of a mixed pigmentation .","Dia , sebagai salah satu dari masyarakat kota yang majemuk merupakan lambang dari orang tua campuran , warna kulit campuran .",23,20-30,"Dia, sebagai salah satu dari banyak penduduk kota campuran, sangat berwujud sebagai keluarga campuran, warna kulit campuran.",0.1398501769267985,4,4,4,4,4
"So we 're interested in exactly where in the brain , and what 's the most important part of the brain .",Jadi kami tertarik pada tepatnya di mana lokasi kerusakan di otak dan apakah bagian terpenting dari otak .,22,20-30,"Jadi kita tertarik pada tepat di mana di otak , dan apa bagian yang paling penting dari otak .",0.0896167232024271,5,5,5,5,5
"We 've done that already . "" "" And how shall we look and verify that we actually have it ?",Kita sudah pernah melakukannya . Jadi bagaimana sebaiknya kita mengamati dan menguji pemahaman tersebut ?,21,20-30,"Kita sudah lakukan itu sebelumnya. "" Dan bagaimana kita bisa melihat dan memverifikasi bahwa benar-benar kita memiliki itu?",0.028724953480912,4,4,4,4,4
"You geoengineer your way . We 'll geoengineer our way . "" "" That would be considered an act of war by both nations .",Anda merekayasa dengan cara Anda dan kami dengan cara kami . Itu akan dianggap sebagai perang oleh kedua negara .,25,20-30,"Anda geoelemen dengan cara Anda. Kami akan geoelemen bersama. """" Dalam keadaan itulah, dianggap sebagai serangan militer oleh kedua negara.",0.0379032591351814,2,2,2,2,2
"When you show up in the E.R. with this packet , your admission is streamlined in a material way .","Saat Anda datang ke ruang gawat darurat dengan hal-hal ini , proses pendaftaran Anda akan dipersingkat .",20,20-30,"Ketika Anda menunjukkan diri di ruang perawatan darurat dengan tas ini, masukannya dipercepat secara fisik.",0.0290919674940052,3,3,3,3,3
"Edicts like , "" "" Defer judgment , "" "" or "" "" Go for quantity . "" "" And somehow that seems wrong .","Pernyataan seperti , "" "" Tinggalkan penilaian , "" "" atau "" "" Lakukan untuk kuantitas . "" "" Dan sepertinya itu terlihat salah .",25,20-30,"Edikt seperti , "" "" Menunda hukuman , "" "" atau "" "" Berfokus pada jumlah . "" "" Dan secara aneh itu tampak salah .",0.3883375900135818,4,4,4,4,4
Why ? Because it would have been a disaster for them and for the community if he had let them go .,Kenapa ? Karena akan jadi musibah bagi para karyawan dan bagi masyarakat jika ia memberhentikan mereka .,22,20-30,Mengapa? Karena itu akan menjadi bencana bagi mereka dan masyarakat jika dia membiarkan mereka pergi.,0.0334605138279241,5,5,5,5,5
"The workers rarely spoke about the products they made , and they often had great difficulty explaining what exactly they did .","Para pekerja jarang berbicara tentang produk yang mereka buat , dan mereka seringkali sulit untuk menjelaskan tepatnya apa yang mereka lakukan .",22,20-30,Karyawan jarang berbicara tentang produk yang dibuat oleh mereka dan sering kali memiliki kesulitan besar untuk menjelaskan apa yang tepatnya mereka lakukan.,0.2272244548892812,5,4,4,5,5
"But on the other hand , they want to keep the server in Beijing so they can access the data any time they want .","Tapi di sisi lain , mereka ingin menjaga server-nya tetap berada di Beijing agar mereka dapat mengakses data tersebut kapanpun mereka mau .",25,20-30,"Tapi di sisi lain , mereka ingin menjaga mesin pada Beijing agar dapat mengakses data kapan saja mereka inginkan .",0.3967522495010478,4,4,4,4,4
"I only wanted data on the women who were going to be attracted to the type of man that I really , really wanted to marry .","Saya hanya ingin data wanita pada tipe lelaki yang saya sangat , sangat ingin nikahi . ( Tertawa )",27,20-30,Saya hanya ingin data tentang perempuan yang akan tertarik dengan jenis pria yang saya benar-benar ingin menikahinya.,0.1573100570649388,4,4,4,4,5
"And , in fact , to understand it , I eventually had to create a whole new kind of science .","dan , sebenarnya , untuk mengerti tentang hal ini , saya akhirnya harus menciptakan sebuah sains yang sama sekali baru .",21,20-30,"Dan , sebenarnya untuk memahami itu , saya akhirnya harus menciptakan jenis ilmu baru sebagian besar .",0.212763108631761,3,3,3,3,4
"And you can see that , in a developing society that was beginning to acquire language , not having language would be a like a bird without wings .","Seperti yang Anda lihat , dalam masyarakat berkembang yang mulai menguasai bahasa , tidak punya bahasa akan seperti burung tak bersayap .",29,20-30,"Dan Anda bisa melihat bahwa, dalam masyarakat yang berkembang yang mulai memperoleh bahasa , tidak memiliki bahasa akan seperti burung tanpa sayap .",0.2180019395605822,5,5,5,5,5
"In this example , each electrical impulse , each deflection on the trace , is caused by a brief pulse of light .","Pada contoh ini , setiap impuls listrik , setiap defleksi pada deteksi disebabkan oleh cahaya yang berdetak singkat .",23,20-30,"Dalam contoh ini, setiap impuls listrik , setiap pergeseran pada garis trase , disebabkan oleh sinyal cahaya yang singkat.",0.2610490903329069,4,4,4,4,5
"And because of this , things are going to change and unfold in ways that we can 't even predict .","Karenanya , semua akan berubah dan terungkap dengan cara yang tak pernah kita kira .",21,20-30,"Dan karena hal ini , hal-hal akan berubah dan mengembang dalam cara-cara yang tidak dapat kita duga .",0.0660767755465554,5,5,5,5,5
