source_en,target_id,word_count_en,word_range,translation,bleu_score,adequacy,fluency,morphosyntactic,semantic,pragmatic
"When I was looking at these pictures , it brought me back many years to my past when I was a child .","Ketika melihat gambar-gambar ini , saya teringat masa lalu saya ketika saya masih kecil .",23,20-30,"Saat saya melihat gambar-gambar ini, saya kembali kembali berbagai tahun ke masa percaya diri saya saat saya menjadi anak.",0.0283392961760528,2,2,2,2,2
"There are people in the States right now tying themselves into knots , trying to figure out whether or not bloggers are journalists .",Banyak orang di Amerika sekarang ini berpikir keras untuk menentukan apakah blogger itu jurnalis .,24,20-30,"Seseorang di Amerika Serikat saat ini menggantungkan sendi mereka, mengusulkan apakah atau apakah blogger itu adalah penulis.",0.0749240209428084,2,2,2,2,2
"So we have a whole battery of new constructions that are developing , and yet it 's easy to think , well , something is still wrong .","Jadi kita punya cukup baterai untuk satu konstruksi baru yang sedang berkembang . Namun mudah bagi kita untuk berpikir , yah , masih saja ada sesuatu yang salah .",28,20-30,Saya juga bisa pikir bahwa satu-satunya yang masih salah.,0.0030903893859145,1,2,2,1,2
"This was different than either generation had experienced before , and it changed the way I interacted with information even at just a small level .","Hal ini berbeda dibandingkan apa yang generasi lain telah alami , dan itu telah merubah cara saya berinteraksi dengan informasi bahkan di ukuran yang kecil .",26,20-30,"Ini berbeda dengan pengalaman sebelumnya dari setiap generasi, dan ini memudahkan saya berinteraksi dengan informasi sebesar sebesar kecil.",0.0991538052337852,3,3,3,3,3
"When Proctor & Gamble went from 26 different kinds of Head & Shoulders to 15 , they saw an increase in sales by 10 percent .","Ketika Proctor & Gamble mengubah 26 macam Head & Shoulders menjadi 15 , mereka melihat peningkatan penjualan menjadi 10 persen .",26,20-30,"Ketika Procter & Gamble kemudian dari 26 jenis Head & Shoulders hingga 15, mereka melihat peningkatan pendapatan sebesar 10%.",0.0916507532937423,4,4,4,4,4
"So Biosphere 2 was essentially a three-acre , entirely sealed , miniature world that I lived in for two years and 20 minutes .",Jadi Biosfer 2 adalah dunia miniatur seluas 3 hektar benar-benar tertutup yang saya tinggali selama 2 tahun dan 20 menit .,24,20-30,"Sekarang Biosphere 2 adalah sebuah tiga hektar, seluruhnya terkunci, dunia yang sebenarnya saya tinggal di untuk dua tahun dan 20 menit.",0.0639343068826622,4,4,4,4,4
"A girl , if you 're lucky , in the corner of a dark room - lucky to be able to look at the Koran .","Seorang gadis , jika beruntung , di sudut ruangan gelap - cukup beruntung untuk dapat melihat Al-Quran .",26,20-30,"Seseorang, jika kamu sukses di sudut yang aman – mungkin kamu bisa melihat koran.",0.0269941421385747,2,2,2,2,2
"And when you 're outdoors , that type of air has microbes that are commonly associated with plant leaves and with dirt .","Dan saat Anda di luar , udara luar mengandung mikroba yang umumnya berhubungan dengan daun dan tanah .",23,20-30,"Dan ketika Anda luar ruang, tingkat udara tersebut memiliki mikrobioma yang sering terkait dengan daun hujan dan bumi.",0.0323064568129744,3,3,3,3,3
"So , the ant colony is a great model : you have all these little parts that collectively add up to a great thing .",Jadi koloni semut contoh yang baik - ada bagian-bagian kecil yang secara secara kolektif ditambahkan menjadi hal besar .,25,20-30,"Tadi, model antara-antara yang baik: antara-antara yang kecil tersebut kumpulkan menjadi sebuah kecil yang menambahkan ke dalam.",0.0257172472153231,2,2,2,2,2
"And what 's nice about it is it 's not something that biasing people actually , because as one face smiles , the other face frowns .","dan hal yang bagus adalah ini sebenarnya tidak membuat orang berprasangka , karena jika satu wajah tersenyum , wajah yang lain menjadi cemberut .",27,20-30,"Yang menariknya adalah tidak sesuatu yang biasi orang, karena ketika satu sisi mengangkat tangan, sisi lain menangis.",0.0119265167732074,2,3,3,2,2
"As one doctor in Cairo summed it up for me , "" "" Here , sex is the opposite of sport .","Seorang dokter di Kairo menyimpulkannya untuk saya , "" "" Di sini , seks adalah kebalikan dari olahraga .",22,20-30,"Sebuah dokter di Kairo menyebutkan, ""Di sini, perasaan adalah opis dari olahraga.""",0.0534511978251737,2,3,3,2,3
"Sometimes two reasons to do the same thing seem to compete with one another instead of complimenting , and they make people less likely to do it .",Kadang kedua alasan untuk melakukan hal yang sama tadi sepertinya bersaing satu sama lain bukannya saling mendukung dan itu memperkecil kemungkinan orang melakukan hal tadi,28,20-30,"Saat ini, dua alasan yang sama mungkin membentuk perbedaan antara satu sama lain, dan mereka membuat orang-orang tidak lebih mungkin untuk melakukan hal itu.",0.0587942369673158,3,3,3,3,3
"Can we imagine a criminal justice system that prioritizes recovery , prevention , civic inclusion , rather than punishment ?","Bayangkan sistem peradilan pidana yang memprioritaskan perbaikan , pencegahan , keterlibatan sipil , alih-alih penghukuman .",20,20-30,"Mungkin kita bisa menginginkan sistem pengelolaan hukuman yang fokus pada kesehatan, mencegah, dan kesehatan masyarakat, bukan hanya hukuman saja.",0.0121090130264418,3,4,4,3,4
"He was trying to tell people how they should live through the medium of sermons , the classic medium of delivery of religions .","Dia mencoba memberi tahu orang-orang bagaimana mereka bisa hidup melalui medium khotbah , medium klasik penyampaian agama-agama .",24,20-30,"Dia berusaha untuk mengingat orang-orang bagaimana mereka harus hidup melalui medium sermons, yang merupakan medium utama dari penyampaian agama.",0.093796011580836,4,4,4,4,4
"And I hold this penny in the palm of my hand , and it 's sticky and rusty , but it feels like I 'm holding a fortune .","Dan saya memegang uang sen ini di tangan , uang itu lengket dan usang , tetapi tetap saja seperti memegang uang banyak .",29,20-30,"Saya menempelkan uang itu dalam punggung saya, dan uang itu stik dan kerak, tetapi itu seperti saya memegang uangnya yang bagus.",0.0295358699651374,2,3,3,2,3
"I 'm not quite sure how , but it turned up in my inbox , and it was from a guy called Solomon Odonkoh .","Entah bagaimana , tapi email ini masuk ke inbox saya , dan pengirimnya adalah seseorang bernama Solomon Odonkoh .",25,20-30,"Saya tidak pasti bagaimana, tetapi itu muncul di kirim saya, dan itu berasal dari seorang nenek yang disebut Solomon Odonkoh.",0.0114519974630675,2,3,3,2,3
"And Atlantic-Heydt , who 's the largest scaffolding contractor in the country , volunteered to do it at cost .","Dan Atlantic-Heydt , kontraktor scaffolding terbesar di negara ini , bersedia tidak dibayar .",20,20-30,"Dan Atlantic-Heydt, yang menjadi kontraktor terbesar di negara ini, menyediakan kerja tersebut dengan biaya.",0.080322768728153,4,4,4,4,4
"Luckily , there are several species of milkweed that they can use , and all these milkweeds have cardenolides in them .","Untungnya , ada beberapa spesies milkweed yang bisa dipakai , dan semuanya mengandung kardenolida .",22,20-30,"Sekalinya, terdapat sejumlah besar spesies milo yang mereka bisa gunakan, dan semua spesies ini memiliki senyawa kadenolida dalamnya.",0.015276780223747,3,4,4,3,4
"We worry more about how we 're judged and seen by others , whether we 're regarded as attractive , clever , all that kind of thing .","Kita lebih banyak khawatir akan bagaimana orang lain melihat dan menilai kita , apakah kita dianggap menarik , cerdas , hal-hal seperti itu .",28,20-30,"Kita lebih fokus pada bagaimana kita diketahui dan dibaca, apakah kita dikaitkan dengan keberatannya, cintanya, atau kemajuan itu.",0.0266246565717291,2,3,3,2,3
"So , I 'd like to spend a few minutes with you folks today imagining what our planet might look like in a thousand years .",Hari ini saya ingin menghabiskan beberapa menit bersama Anda untuk membayangkan seperti apa planet kita seribu tahun lagi .,26,20-30,"Sekarang, saya ingin menghabiskan beberapa menit sambil bersama para Anda hari ini, menyelaminya apa yang mungkin kita lihat di sekitar 1000 tahun ini.",0.1833170494948505,3,3,3,3,3
We partnered with TripAdvisor and created a cement hall in the middle of a village and invited so many other organizations to work over there .,Kami melakukan kerjasama dengan TripAdvisor dan membangun aula di tengah-tengah suatu desa dan mengundang berbagai organisasi untuk bekerja sama di sana .,26,20-30,Kami kumpulkan dengan TripAdvisor dan membentuk ruang pancing di tengah sebuah desa serta mengirim banyak pihak lain ke tempat tersebut.,0.051284911161792,2,3,3,2,3
"They settled in a shady suburb about an hour east of Toronto , and they settled into a new life .",Mereka bermukim di daerah perumahan kumuh sekitar satu jam timur dari Toronto . Dan mereka mulai kehidupan yang baru .,21,20-30,"Mereka tinggal di sebuah kota kerambun sekitar satu jam dari Toronto, dan mereka menghabiskan hidup baru.",0.0585986662176361,3,3,3,3,3
"Or think of the risks on the Internet across generations - how your parents approach Internet security , versus how you do , versus how our kids will .","Atau bayangkan risiko-risiko yang ada di internet berdasarkan generasi penggunanya - sikap orang tua anda tentang keamanan internet , dibanding sikap anda , dibanding sikap anak anda nantinya .",29,20-30,"Lalu ingatkan tentang risiko di internet melalui generasi - bagaimana keluarga Anda lakukan keamanan internet, versus bagaimana Anda lakukan, versus bagaimana anak-anak kita akan.",0.0178819358360292,3,3,3,3,3
"I tried to lift the pallets to lower the pressure in the sound box , but I might have hit a heartstring .","Saya mencoba mengangkat palet untuk menurunkan tekanan dalam kotak suara , tetapi saya mungkin telah mengenai pembuluh jantungnya .",23,20-30,"Saya menopang papan untuk menurunkan tekanan di dalam sound box, tetapi saya mungkin telah mengenai kejutan.",0.2684166405791786,3,4,4,3,4
"For instance , if you look at the odds on horses at a racetrack , they predict almost perfectly how likely a horse is to win .","Misalnya , jika Anda melihat keganjilan dalam hal pacuan kuda , mereka memprediksikan hampir secara sempurna kuda mana yang menang .",27,20-30,"Sebagai contoh, jika Anda melihat odds di lapangan pakaib, mereka memprediksi hampir sempurna kemungkinan sepeda tersebut.",0.0529672747646398,2,3,3,2,3
"( Laughter ) So just to give you a bit of context , as June said , I 'm an artist , a technologist and an educator .","( Suara tawa ) Jadi sedikit mengenai konteksnya , seperti kata June , saya seorang artis , teknolog , dan pengajar .",28,20-30,"Sore, untuk memberikan informasi, sebagai yang kamu katakan oleh June, saya adalah artis, teknolog, dan seorang pendidik.",0.0112810517851957,3,3,3,3,3
"You will say , "" "" Okay , this is nice - a slide created in 10 minutes . "" "" But not only that .","Anda mungkin berpikir , "" "" Oke , bagus - slide yang dibuat dalam 10 menit . "" "" Tapi tidak hanya itu .",26,20-30,"Saya akan mengatakan, ""Okay, ini lucu - sebuah slide yang dihasilkan dalam 10 menit."" Tapi bukan hanya itu.",0.0266246565717291,4,4,4,4,4
They even have a specific date on when the collection of data began for each of the service providers .,Mereka bahkan mengetahui dengan tepat tanggal kapan pengumpulan data dimulai dari masing-masing service provider .,20,20-30,Mereka juga memiliki hari spesifik pada saat penolakan data awalnya untuk setiap penyedia layanan.,0.015815216252224,2,3,3,2,3
"Even in the best-resourced countries in the world , this life expectancy gap is as much as 20 years .",Bahkan di negara dengan sumber daya terbaik di dunia perbedaan usia harapan hidup itu bisa mencapai 20 tahun .,20,20-30,"Saat ini di kawasan yang paling terkaya di dunia, masalah kehidupan ini sebegitu 20 tahun.",0.0133239341784537,2,2,2,2,2
"He , as one of many urban admixed populations , is very emblematic of a mixed parentage , of a mixed pigmentation .","Dia , sebagai salah satu dari masyarakat kota yang majemuk merupakan lambang dari orang tua campuran , warna kulit campuran .",23,20-30,"Ia, sebagai salah satu dari banyak masyarakat kota yang berasal dari berbagai budaya, menunjukkan representasi dari hubungan keluarga yang beragam serta sifat kulit yang beragam.",0.1452138367781545,4,5,5,4,5
"So we 're interested in exactly where in the brain , and what 's the most important part of the brain .",Jadi kami tertarik pada tepatnya di mana lokasi kerusakan di otak dan apakah bagian terpenting dari otak .,22,20-30,"Saya berminat di mana di dalam otak, dan apa itu bagian paling penting di otak.",0.0287771401193191,4,4,4,4,5
"We 've done that already . "" "" And how shall we look and verify that we actually have it ?",Kita sudah pernah melakukannya . Jadi bagaimana sebaiknya kita mengamati dan menguji pemahaman tersebut ?,21,20-30,Saya sudah lakukan itu. Apa saja cara kita lihat dan verifikasi apakah kita benar-benar memiliki itu?,0.0161886135657282,4,4,4,4,5
"You geoengineer your way . We 'll geoengineer our way . "" "" That would be considered an act of war by both nations .",Anda merekayasa dengan cara Anda dan kami dengan cara kami . Itu akan dianggap sebagai perang oleh kedua negara .,25,20-30,Saya geoengineer cara kamu. Kami juga geoengineer cara kita. Tindakan tukus itu akan diakui oleh keduanya.,0.0135478606183016,2,2,2,2,2
"When you show up in the E.R. with this packet , your admission is streamlined in a material way .","Saat Anda datang ke ruang gawat darurat dengan hal-hal ini , proses pendaftaran Anda akan dipersingkat .",20,20-30,"Mengunjungi E.R. dengan paket ini, masuknya Anda diperoleh secara sederhana dan material.",0.0133535689938536,3,3,3,3,4
"Edicts like , "" "" Defer judgment , "" "" or "" "" Go for quantity . "" "" And somehow that seems wrong .","Pernyataan seperti , "" "" Tinggalkan penilaian , "" "" atau "" "" Lakukan untuk kuantitas . "" "" Dan sepertinya itu terlihat salah .",25,20-30,"Undangan seperti ""menunggung keputusan"", ""menunggung keputusan"", atau ""menghargai jumlah"", dan seolah-olah itu terlihat salah.",0.0163727748396863,2,2,2,2,3
Why ? Because it would have been a disaster for them and for the community if he had let them go .,Kenapa ? Karena akan jadi musibah bagi para karyawan dan bagi masyarakat jika ia memberhentikan mereka .,22,20-30,"Apa? Karena itu, jika dia mengizinkan mereka keluar, itu akan menjadi disaster bagi mereka dan masyarakat.",0.0180852180799177,4,4,4,4,4
"The workers rarely spoke about the products they made , and they often had great difficulty explaining what exactly they did .","Para pekerja jarang berbicara tentang produk yang mereka buat , dan mereka seringkali sulit untuk menjelaskan tepatnya apa yang mereka lakukan .",22,20-30,"Karyawan-karyawan seringkali tidak berbicara tentang produk yang mereka buat, dan mereka sering menghadapi tantangan dalam menjelaskan apa yang mereka lakukan.",0.2494805048948416,4,5,5,4,5
"But on the other hand , they want to keep the server in Beijing so they can access the data any time they want .","Tapi di sisi lain , mereka ingin menjaga server-nya tetap berada di Beijing agar mereka dapat mengakses data tersebut kapanpun mereka mau .",25,20-30,"Namun, di sisi lain, mereka ingin menjaga server di Beijing sehingga mereka dapat mengakses data setiap waktu mereka ingin.",0.1848293624367201,5,5,5,5,5
"I only wanted data on the women who were going to be attracted to the type of man that I really , really wanted to marry .","Saya hanya ingin data wanita pada tipe lelaki yang saya sangat , sangat ingin nikahi . ( Tertawa )",27,20-30,Saya hanya ingin informasi dari wanita-wanita yang akan menarik yang saya sangat ingin.,0.0815149715732815,2,2,2,2,3
"And , in fact , to understand it , I eventually had to create a whole new kind of science .","dan , sebenarnya , untuk mengerti tentang hal ini , saya akhirnya harus menciptakan sebuah sains yang sama sekali baru .",21,20-30,"Dan, sebenarnya, untuk memahami itu, saya akhirnya harus membuat sebuah ilmu baru.",0.0452454621325224,4,5,5,4,5
"And you can see that , in a developing society that was beginning to acquire language , not having language would be a like a bird without wings .","Seperti yang Anda lihat , dalam masyarakat berkembang yang mulai menguasai bahasa , tidak punya bahasa akan seperti burung tak bersayap .",29,20-30,"Dan Anda bisa melihat bahwa, di masyarakat yang dalam proses pengembangan yang sedang menghafal bahasa, tidak memiliki bahasa akan seperti ayam tanpa udara.",0.0539471088086188,2,2,2,2,2
"In this example , each electrical impulse , each deflection on the trace , is caused by a brief pulse of light .","Pada contoh ini , setiap impuls listrik , setiap defleksi pada deteksi disebabkan oleh cahaya yang berdetak singkat .",23,20-30,"Dalam contoh ini, setiap impuls elektromagnetik, setiap defleksi di garis tanda, adalah akibat dari pulsa pendek dari cahaya.",0.0323138988896469,4,4,4,4,5
"And because of this , things are going to change and unfold in ways that we can 't even predict .","Karenanya , semua akan berubah dan terungkap dengan cara yang tak pernah kita kira .",21,20-30,"Dan karena ini, masih terjadi perubahan dan terjadi dalam cara yang kita tidak bisa memprediksi.",0.03324137843441,3,3,3,3,4
"And sometimes I feel like I can 't really enjoy myself unless it 's like a vacation , like when I get Mondays and all those days off .","Dan terkadang aku merasa aku tidak begitu gembira kecuali jika hari libur , seperti saat libur di hari Senin .",29,20-30,"Saat ini, saya kadang-kadang merasa bahwa saya tidak menyenangkan, apakah tidak ada waktu liburan, seperti ketika saya mendapatkan hari minggu dan semua hari libur.",0.0118330646628239,2,2,2,2,3
"This day , right now , has unique weather , maybe a kind that will never exactly in that form come again .","Hari ini , saat ini , cuacanya sangat unik mungkin cuaca ini tak akan pernah kita jumpai lagi dalam suasana yang sama .",23,20-30,"Senang hari ini, saat ini, ada cuaca yang unik, mungkin sebuah jenis yang tidak akan tepat kembali dalam bentuk tersebut.",0.0129723119729617,3,3,3,3,4
"So China , I 've already mentioned , beginning around 1978 , around the time of the death of Mao , growth - ten percent a year .","Cina , seperti yang telah saya sebutkan , mulai tahun 1978 , kira-kira pada saat meninggalnya Mao , pertumbuhannya - 10 persen per tahun .",28,20-30,"Sekian China, saya telah menyebutkan, mulai sekitar tahun 1978, sekitar waktu kematian Mao, pertumbuhan setiap tahun sebesar 10%.",0.0109488129296267,4,4,4,4,5
